,_id,_rev,Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET,row
25,00ebceb10215faf258a92877341e938e,1-8412456e5560f8ca038a71f761a3a269,2018-5-9,Tamanduateí,-23.59290,-46.5897,51160,86,52,61,17,43,36,26,5,NORMAL,3009
26,00ebceb10215faf258a92877341ed40b,1-634cd91d49f796b37b7bddbc9684f321,2019-10-24,Tamanduateí,-23.59290,-46.5897,51552,7,7,47,26,17,25,38,33,REABASTECER,3534
27,00ebceb10215faf258a92877342b1ef5,1-397e3c3299220a44ed190b900f116265,2018-4-13,Sé,-23.55,-46.6333,191801,32,41,23,25,36,38,30,20,NORMAL,3703
28,00ebceb10215faf258a92877342cdbec,1-09832251eadb90133e823c98b27fd97b,2019-7-20,Tamanduateí,-23.59290,-46.5897,51655,55,37,47,37,27,24,5,34,NORMAL,3440
29,00ebceb10215faf258a92877342f3823,1-206758fcc3003adde589e2cecdf0947a,2018-6-5,Sé,-23.55,-46.6333,195010,61,10,65,43,43,32,6,38,REABASTECER,3755
30,00ebceb10215faf258a928773431ceee,1-5fc2517f7b3cb426a4937044d8dfdcc8,2019-1-24,Tamanduateí,-23.59290,-46.5897,52305,77,18,54,2,32,26,34,38,REABASTECER,3264
31,00ebceb10215faf258a92877345530b2,1-2cf54818b00b8b95c8936f2d54f12bf5,2018-12-26,Sé,-23.55,-46.6333,194158,29,15,65,19,43,17,10,38,NORMAL,3956
32,00ebceb10215faf258a9287734572ad1,1-520ab501f3dc17f9d53ba1858abf126a,2019-1-17,Sé,-23.55,-46.6333,194601,6,16,55,41,3,28,14,37,NORMAL,3977
33,00ebceb10215faf258a9287734765240,1-4afa0aea8c6599a146f06dc3654865ba,2019-1-16,Brás,-23.5451,-46.6162,71248,33,32,24,17,30,18,16,35,NORMAL,4696
34,00ebceb10215faf258a92877347d2313,1-72420df3e63712666b65751b652b519b,2019-4-29,Brás,-23.5451,-46.6162,70743,30,10,37,10,35,43,17,36,NORMAL,4799
35,00ebceb10215faf258a92877347df3e9,1-87e25e7f849e0461c8c5e20f1de1541f,2019-11-11,Sé,-23.55,-46.6333,192971,86,55,7,15,11,43,13,28,REABASTECER,4271
36,00ebceb10215faf258a92877347e66d0,1-fa75427bfb10b18f75e2be32b45d3763,2018-8-5,Brás,-23.5451,-46.6162,71802,66,65,61,15,25,40,37,8,NORMAL,4535
37,00ebceb10215faf258a9287734809c95,1-5ec9216c3b70b50216ce40b897df04ca,2019-6-15,Brás,-23.5451,-46.6162,73780,12,49,48,33,26,39,14,15,NORMAL,4845
38,00ebceb10215faf258a92877348369da,1-3463049565f09386532f394013388d9c,2018-10-9,Brás,-23.5451,-46.6162,74131,28,52,32,41,7,42,34,43,NORMAL,4599
39,00ebceb10215faf258a9287734848c5a,1-42c4d17007c84eaaae3ea41c2eeadafa,2019-8-8,Brás,-23.5451,-46.6162,73043,5,40,12,43,18,39,5,28,REABASTECER,4898
40,00ebceb10215faf258a928773485f1e4,1-cf3428bc50c1c1299182ca20e7df65f0,2018-2-20,Brás,-23.5451,-46.6162,73907,19,60,51,25,27,7,11,43,NORMAL,4370
41,00ebceb10215faf258a928773487809c,1-1026618333ade7d138dcb1657f9bda59,2018-3-10,Brás,-23.5451,-46.6162,72885,79,2,48,38,23,37,19,13,NORMAL,4390
42,00ebceb10215faf258a92877348d1ebc,1-0cfc70c33fb66a3c66fd612484814579,2019-2-21,Brás,-23.5451,-46.6162,72816,14,4,51,35,24,43,38,22,NORMAL,4731
43,00ebceb10215faf258a92877348eac49,1-41f8d674a351924e6a06e352ef6e8470,2019-3-16,Brás,-23.5451,-46.6162,74255,32,65,17,43,6,43,26,21,REABASTECER,4756
44,00ebceb10215faf258a92877348ff72a,1-20c093c69bbeccf795a450792660f85b,2018-7-10,Brás,-23.5451,-46.6162,71357,57,34,21,2,35,25,39,37,REABASTECER,4510
45,00ebceb10215faf258a928773492e7ef,1-2c7764649d7f4f92633b8256828a46b3,2018-8-18,Brás,-23.5451,-46.6162,73513,23,60,40,23,12,34,28,38,NORMAL,4548
46,00ebceb10215faf258a9287734941046,1-5db437dbd4ee8ccc8848f7dfa771fb73,2018-9-5,Brás,-23.5451,-46.6162,72084,25,38,65,16,28,28,43,12,NORMAL,4565
47,00ebceb10215faf258a92877349b2529,1-e5e9fce21581406ca1a6a2d6058aacc6,2019-9-13,Brás,-23.5451,-46.6162,71081,12,16,21,7,43,9,4,23,REABASTECER,4933
48,00ebceb10215faf258a9287734a32c58,1-e87a8b7a2ec8e86016127c2261bafadd,2019-4-15,Brás,-23.5451,-46.6162,74238,86,19,61,9,11,43,43,43,NORMAL,4785
49,00ebceb10215faf258a9287734a425c9,1-72420df3e63712666b65751b652b519b,2019-4-29,Brás,-23.5451,-46.6162,70743,30,10,37,10,35,43,17,36,NORMAL,4799
50,00ebceb10215faf258a9287734a692b1,1-e0e237d4ffc20cdeca003d4f8fac04ec,2018-3-1,Barra Funda,-23.5542,-46.6707,150615,86,43,45,43,6,38,8,15,REABASTECER,5101
51,00ebceb10215faf258a9287734b2e6ad,1-12a4a514a14178c58ec7f2d3289727a0,2019-11-5,Brás,-23.5451,-46.6162,73704,86,14,57,37,15,22,8,29,NORMAL,4985
52,00ebceb10215faf258a9287734b32f17,1-58db0ea75fb6106c9ab953a725131e39,2019-5-30,Barra Funda,-23.5542,-46.6707,146821,43,17,22,32,12,38,7,37,NORMAL,5550
53,00ebceb10215faf258a9287734b3c286,1-be1a7fb00033d8bec2f7bf514ebfead2,2019-6-11,Barra Funda,-23.5542,-46.6707,147115,33,20,6,43,5,43,5,29,REABASTECER,5561
54,0120472f15d821f24f91c6cf6704911d,1-c0f3d50bc4a188ee14fe9d1105fe0f14,2019-8-3,Pinheiros,-23.5664,-46.703,77628,86,20,65,36,31,11,37,43,NORMAL,9213
55,0120472f15d821f24f91c6cf670a4452,1-4bb4b93aee47acf30f7a0d4a1d4a937d,2018-6-29,Butantã,-23.5844,-46.7252,66699,86,12,46,23,25,24,8,1,REABASTECER,9539
56,0120472f15d821f24f91c6cf670e6f63,1-4bdb8b50792894675ef8528a835611a3,2019-12-18,Pinheiros,-23.5664,-46.703,79178,28,42,41,38,19,9,15,29,NORMAL,9348
57,0120472f15d821f24f91c6cf670fc7a5,1-bf6fd17b079bb75c3bedb6b0ed97b5a5,2018-1-2,Butantã,-23.5844,-46.7252,64526,73,57,55,43,37,43,41,41,NORMAL,9362
58,0120472f15d821f24f91c6cf671439fd,1-92f37ebe6688d23b0df9d320de940327,2018-11-3,Butantã,-23.5844,-46.7252,66318,20,13,4,39,7,24,5,13,REABASTECER,9663
59,0120472f15d821f24f91c6cf6714cc13,1-ea1bb077880f0bde63dbae466d437e5f,2018-11-10,Butantã,-23.5844,-46.7252,65415,44,32,22,19,24,37,10,31,NORMAL,9670
60,0120472f15d821f24f91c6cf6719bde4,1-93255bcac40acf1788dc85d90c28f1b0,2019-1-14,Butantã,-23.5844,-46.7252,67019,29,56,33,7,10,20,16,19,NORMAL,9734
61,0120472f15d821f24f91c6cf671ac669,1-3073654e1113b93dff33bf1c74172942,2019-1-30,Butantã,-23.5844,-46.7252,66213,40,22,48,9,37,13,5,41,NORMAL,9750
62,0120472f15d821f24f91c6cf671ae62b,1-0f6b7f105d282e56eec3748fcf8cea3b,2018-2-12,Butantã,-23.5844,-46.7252,66801,31,12,45,9,30,23,17,4,REABASTECER,9402
63,0120472f15d821f24f91c6cf6724430e,1-cf41ffdfce7173ab4236f680c972bb0d,2019-6-12,Butantã,-23.5844,-46.7252,65512,86,56,49,31,15,31,41,16,NORMAL,9882
64,0120472f15d821f24f91c6cf67248175,1-6ff3fd2a9cf4c6d14fc001adf94afff1,2018-10-11,Butantã,-23.5844,-46.7252,64513,65,26,32,28,4,12,38,5,NORMAL,9641
65,0120472f15d821f24f91c6cf67262bf1,1-9f9e0037bb405daca2c0e0816ab1e07e,2018-7-24,Butantã,-23.5844,-46.7252,66526,13,47,26,22,9,37,3,40,REABASTECER,9564
66,0120472f15d821f24f91c6cf672c58c1,1-35cd90f7cb99646b3994bd94136bdf5d,2019-2-11,Butantã,-23.5844,-46.7252,64341,20,22,45,12,34,28,10,31,NORMAL,9761
67,0120472f15d821f24f91c6cf672cd1c2,1-5e7f384c5fc92bfbf185da58d4737373,2019-2-18,Butantã,-23.5844,-46.7252,66650,46,49,65,30,43,11,27,5,REABASTECER,9768
68,0120472f15d821f24f91c6cf6733567b,1-2a21fb53be226e39ceb0d9d553df7635,2019-5-9,Butantã,-23.5844,-46.7252,65668,59,6,30,3,16,40,38,32,REABASTECER,9849
69,0120472f15d821f24f91c6cf673d58ea,1-71a5fe5c43a5992db56dd6657b2c1139,2019-9-30,Butantã,-23.5844,-46.7252,65778,59,10,21,37,20,18,34,15,NORMAL,9990
70,0120472f15d821f24f91c6cf67453138,1-535ecf2673e31828470a3161e60ef91f,2018-1-16,Fradique Coutinho,-23.5661,-46.6841,36904,35,33,21,43,23,29,20,29,NORMAL,10096
71,0120472f15d821f24f91c6cf674a5046,1-317822f7e04c68ae1780d49bb79ede25,2018-12-1,Fradique Coutinho,-23.5661,-46.6841,34241,76,65,61,30,30,11,10,10,NORMAL,10411
72,0120472f15d821f24f91c6cf674b1437,1-406aeb33a9f8bf7a038d04b3aab63e96,2018-12-13,Fradique Coutinho,-23.5661,-46.6841,36442,34,33,41,38,31,6,4,43,NORMAL,10423
73,0120472f15d821f24f91c6cf675031e1,1-657767d6dfd92adc0b9385f794cc1133,2018-6-9,Fradique Coutinho,-23.5661,-46.6841,35245,86,21,65,32,43,29,25,43,NORMAL,10239
74,0120472f15d821f24f91c6cf675506aa,1-1d957ae05f174914430331d0205ac5a8,2018-4-28,Fradique Coutinho,-23.5661,-46.6841,35499,55,38,33,3,40,33,43,43,NORMAL,10198
75,0120472f15d821f24f91c6cf675a4946,1-7c49cb78ba667a93f830f45a635d9c59,2018-7-12,Fradique Coutinho,-23.5661,-46.6841,33302,37,22,56,29,38,18,20,36,NORMAL,10272
76,0120472f15d821f24f91c6cf675ccdc4,1-32c187c332866bb45d4fce3fb4dd7d67,2018-8-19,Fradique Coutinho,-23.5661,-46.6841,35352,26,8,65,43,13,20,37,18,REABASTECER,10309
77,0120472f15d821f24f91c6cf67611c85,1-76e7d1ef1ff52ba9af846d2e7d4951fa,2019-10-16,Fradique Coutinho,-23.5661,-46.6841,34665,67,24,47,8,43,31,6,43,REABASTECER,10726
78,0120472f15d821f24f91c6cf6762a728,1-38a3e8fcaa191f02f2c2a1908587f37e,2019-11-7,Fradique Coutinho,-23.5661,-46.6841,36121,19,50,15,26,11,43,11,11,NORMAL,10747
79,0120472f15d821f24f91c6cf6773a079,1-02d08816cc78560d243c0404f30562e1,2019-11-4,Fradique Coutinho,-23.5661,-46.6841,35613,48,65,38,31,22,9,21,28,NORMAL,10744
80,0120472f15d821f24f91c6cf67751b28,1-630abd0863edd826c36dbe403530e7ee,2019-8-9,Fradique Coutinho,-23.5661,-46.6841,35270,23,25,40,22,12,3,4,38,REABASTECER,10659
81,0120472f15d821f24f91c6cf6777597f,1-18edcc3e8697803e2a2059dc21948158,2018-9-15,Luz,-23.5365,-46.6332,127635,66,12,12,30,2,16,30,30,NORMAL,11055
82,0120472f15d821f24f91c6cf67871f8b,1-72308f1700d63793b914bcecbe356a5c,2018-4-25,Luz,-23.5365,-46.6332,125410,52,22,65,38,28,21,9,18,NORMAL,10915
83,0120472f15d821f24f91c6cf678754aa,1-3e0475d6843032ca4e3150ea24c3486c,2019-5-3,Luz,-23.5365,-46.6332,127059,86,7,21,32,12,37,40,27,NORMAL,11283
84,0120472f15d821f24f91c6cf678d63b7,1-a89e5dcd9bf6062f30ee249aadf6caf9,2019-7-26,Luz,-23.5365,-46.6332,125038,67,43,65,37,20,22,2,24,NORMAL,11366
85,0120472f15d821f24f91c6cf6790b18c,1-e1c1d2a3c8899d5c0e45ff6c86a3df23,2018-12-25,Luz,-23.5365,-46.6332,124484,32,62,40,15,31,11,18,43,NORMAL,11155
86,0120472f15d821f24f91c6cf679747da,1-5874c32a23f9c3c24236f35e2508e8c4,2018-12-7,Luz,-23.5365,-46.6332,124369,31,53,43,29,22,30,3,29,NORMAL,11137
87,0120472f15d821f24f91c6cf6797837a,1-a5e3a8d24b28d1d7f06c1b5ba2b74ae0,2019-3-30,Luz,-23.5365,-46.6332,126450,54,63,40,2,9,13,4,32,REABASTECER,11250
88,0120472f15d821f24f91c6cf679adf33,1-a0d538c4ad5e798f5d91d16df5c83ef8,2019-5-21,Luz,-23.5365,-46.6332,125571,86,47,39,14,32,21,13,35,NORMAL,11301
89,0120472f15d821f24f91c6cf679d76a5,1-60d599b4a57cb3031612e474bb01c08b,2019-3-11,Luz,-23.5365,-46.6332,123961,65,37,37,14,41,31,38,30,NORMAL,11231
90,0120472f15d821f24f91c6cf67a6ac75,1-d5d8daa4d4c22c58fa13ac503929929b,2018-7-22,Ana Rosa,-23.5813,-46.6383,64114,25,15,50,11,15,13,4,25,NORMAL,11722
91,0120472f15d821f24f91c6cf67b03e3f,1-904902cbe020b73032dbab443555a678,2019-12-2,Luz,-23.5365,-46.6332,124837,54,15,43,43,11,5,29,7,REABASTECER,11492
92,0120472f15d821f24f91c6cf67b5b76e,1-1227b767eb2895c80e2777a413954244,2018-2-22,Ana Rosa,-23.5813,-46.6383,63698,31,65,28,8,43,17,6,23,REABASTECER,11572
93,0120472f15d821f24f91c6cf67b85452,1-ae9ad19cc1749d60e748a507be03f8a9,2018-4-3,Ana Rosa,-23.5813,-46.6383,64190,61,8,27,29,38,43,8,28,NORMAL,11613
94,0120472f15d821f24f91c6cf67c83ae3,1-24f1ccd628fb35caf6b4208240f9db87,2019-11-8,Ana Rosa,-23.5813,-46.6383,66682,75,55,65,9,17,20,39,43,NORMAL,12188
95,0120472f15d821f24f91c6cf67ceebce,1-0e8226d69a6615b5ffaea40d577776f3,2019-2-10,Ana Rosa,-23.5813,-46.6383,66046,33,34,60,11,6,10,2,5,NORMAL,11920
96,0120472f15d821f24f91c6cf67cf4368,1-5d0357eb1bf9345664b56438d318afba,2019-2-15,Ana Rosa,-23.5813,-46.6383,65463,75,7,24,41,27,43,30,25,REABASTECER,11925
97,0120472f15d821f24f91c6cf67cf5fb6,1-09bab31ea2172718e89601a8aa69c17b,2019-2-17,Ana Rosa,-23.5813,-46.6383,65078,56,61,16,35,23,40,24,15,NORMAL,11927
98,0120472f15d821f24f91c6cf67d67b8b,1-6b81979988f6b53674246609ba577179,2019-5-27,Ana Rosa,-23.5813,-46.6383,63914,50,62,47,36,18,39,39,37,NORMAL,12027
99,0120472f15d821f24f91c6cf67dc6041,1-870c11e988f96c4554234dd621f450a2,2019-8-21,Ana Rosa,-23.5813,-46.6383,64094,12,65,55,19,26,39,14,37,REABASTECER,12111
100,0120472f15d821f24f91c6cf67ea52cd,1-01dcf0472194ed101764535a00051bb6,2018-3-13,São Joaquim,-23.5618,-46.6389,34793,86,65,7,6,10,24,9,24,REABASTECER,12313
101,0120472f15d821f24f91c6cf67edf4e3,1-968f0aaacc163d78f706c5f68dbe91ca,2018-8-26,São Joaquim,-23.5618,-46.6389,35760,21,27,35,18,21,23,34,30,NORMAL,12476
102,0120472f15d821f24f91c6cf67ef0efa,1-2a35ebdfc754a629b1052a00daf03238,2018-9-12,São Joaquim,-23.5618,-46.6389,36120,36,56,65,43,36,29,11,7,NORMAL,12492
103,0120472f15d821f24f91c6cf67f11e69,1-348b0cb5c651a877144de40de19faadf,2018-6-19,São Joaquim,-23.5618,-46.6389,35664,79,45,34,7,13,11,26,3,REABASTECER,12409
104,0120472f15d821f24f91c6cf67f3f374,1-5249cd496542ef70353f8e3f1e384194,2018-7-28,São Joaquim,-23.5618,-46.6389,36311,55,57,37,18,39,42,3,41,REABASTECER,12448
105,0120472f15d821f24f91c6cf67f57dd5,1-5e4d68a8211c8eedcad282e0c79fe12b,2018-12-10,São Joaquim,-23.5618,-46.6389,36128,86,48,49,5,43,11,39,6,NORMAL,12580
106,0120472f15d821f24f91c6cf67fd1bf7,1-dcc18f3cb8a73d16b0366898885a6961,2019-4-1,São Joaquim,-23.5618,-46.6389,34591,28,11,55,17,18,22,23,43,NORMAL,12691
107,01438ce7ddcf9dafea8867e0ef0fd20a,1-c60c1ce52bfa2554b2cdc65870485684,2019-5-27,Pinheiros,-23.5664,-46.703,78249,32,30,65,31,2,35,43,38,REABASTECER,9147
108,01438ce7ddcf9dafea8867e0ef2437a2,1-5646f141a1ed5e1b4071a176833b0062,2018-2-10,Butantã,-23.5844,-46.7252,64128,51,30,59,13,40,35,27,11,NORMAL,9400
109,01438ce7ddcf9dafea8867e0ef279ad3,1-3e80891df2b748b8680aa0b1bac76fc8,2018-4-8,Butantã,-23.5844,-46.7252,66804,11,58,44,22,9,14,43,30,NORMAL,9458
110,01438ce7ddcf9dafea8867e0ef28a47a,1-834a06e6534036da812583fc0f258ac1,2018-4-4,Butantã,-23.5844,-46.7252,65615,45,15,5,38,26,29,18,3,REABASTECER,9454
111,01438ce7ddcf9dafea8867e0ef291e67,1-41a068d194df14224ebe47bf1510d543,2018-4-30,Butantã,-23.5844,-46.7252,67194,45,57,10,40,43,42,43,35,NORMAL,9480
112,01438ce7ddcf9dafea8867e0ef2fcaaa,1-2614c9b5ddec74b459fcb56fc3d370c1,2018-7-29,Butantã,-23.5844,-46.7252,67488,62,25,55,43,28,16,29,18,NORMAL,9569
113,01438ce7ddcf9dafea8867e0ef30c625,1-c00df755e320524e512d93783057b273,2018-7-25,Butantã,-23.5844,-46.7252,65135,2,41,21,19,5,32,43,36,REABASTECER,9565
114,01438ce7ddcf9dafea8867e0ef340b44,1-94bd0fa12102b342fdc45fd23234226d,2018-9-9,Butantã,-23.5844,-46.7252,64609,45,14,61,7,43,15,43,36,NORMAL,9609
115,01438ce7ddcf9dafea8867e0ef3581ed,1-5658e3a900ec67e5600a2b83c3f8ad52,2018-9-28,Butantã,-23.5844,-46.7252,66420,25,45,65,27,11,12,6,43,REABASTECER,9628
116,01438ce7ddcf9dafea8867e0ef3d5870,1-a3c5aacba4829818b72bd456046aae4a,2019-2-4,Butantã,-23.5844,-46.7252,65134,86,61,23,37,17,8,32,23,NORMAL,9754
117,01438ce7ddcf9dafea8867e0ef4ccf83,1-fd172a99abfe18d2c544cd02f5716959,2019-8-9,Butantã,-23.5844,-46.7252,66132,49,50,40,33,33,19,23,5,REABASTECER,9939
118,01438ce7ddcf9dafea8867e0ef4dc85e,1-28bd6b655b2578d950cd05fbc29e70ab,2019-8-21,Butantã,-23.5844,-46.7252,64732,20,49,31,8,30,16,17,43,NORMAL,9951
119,01438ce7ddcf9dafea8867e0ef53c6f2,1-858e0a712837b332111041c5c38d77b5,2019-11-13,Butantã,-23.5844,-46.7252,64124,86,30,55,10,19,41,27,10,NORMAL,10033
120,01438ce7ddcf9dafea8867e0ef54ab2a,1-79d820c892b3b25bab25be65cc09007f,2019-12-16,Butantã,-23.5844,-46.7252,65630,29,28,33,25,25,35,23,33,NORMAL,10066
121,01438ce7ddcf9dafea8867e0ef597485,1-7072816ef86d3f2f1ec5fbbb3a32cee2,2019-11-4,Butantã,-23.5844,-46.7252,67098,86,19,54,29,14,29,27,9,NORMAL,10024
122,01438ce7ddcf9dafea8867e0ef5de152,1-15f366a344f8972c1b63cdc87f64852f,2018-3-19,Fradique Coutinho,-23.5661,-46.6841,36946,18,28,45,35,26,34,24,41,NORMAL,10159
123,01438ce7ddcf9dafea8867e0ef68d4b0,1-c235dc22885ed3ace14c0a5e68d76848,2018-7-26,Fradique Coutinho,-23.5661,-46.6841,34273,77,13,25,27,25,26,43,19,NORMAL,10286
124,01438ce7ddcf9dafea8867e0ef6a9ac6,1-cdbbd28a3c4aa63efc3902227a3be226,2018-8-21,Fradique Coutinho,-23.5661,-46.6841,34106,3,63,55,37,7,13,29,11,NORMAL,10311
125,01438ce7ddcf9dafea8867e0ef718227,1-e3ebb30140240c2a48b8a3d092b249af,2018-8-30,Fradique Coutinho,-23.5661,-46.6841,36375,8,12,54,17,13,25,37,18,NORMAL,10320
126,01438ce7ddcf9dafea8867e0ef78e1a2,1-232197f4878a22afba7f959961afcb43,2018-12-5,Fradique Coutinho,-23.5661,-46.6841,34984,27,32,33,18,17,38,38,38,NORMAL,10415
127,01438ce7ddcf9dafea8867e0ef7bca45,1-bfd8173bd74fee9aa0640ac7efcaef26,2019-3-30,Fradique Coutinho,-23.5661,-46.6841,36950,66,62,25,9,7,39,43,9,NORMAL,10530
128,01438ce7ddcf9dafea8867e0ef7e6610,1-10ccd4a72053bcf4942734afc717ebf0,2019-5-2,Fradique Coutinho,-23.5661,-46.6841,36729,21,30,26,18,4,22,4,13,REABASTECER,10562
129,01438ce7ddcf9dafea8867e0ef840e0e,1-a7038b4b0a30bb02c2ad0c017155b630,2019-4-30,Fradique Coutinho,-23.5661,-46.6841,35762,40,44,36,22,13,26,14,17,NORMAL,10560
130,01438ce7ddcf9dafea8867e0ef8ba499,1-62093e27bba9cfd40a5242bed0e47228,2019-11-22,Fradique Coutinho,-23.5661,-46.6841,35910,43,16,48,8,36,43,39,31,NORMAL,10762
131,01438ce7ddcf9dafea8867e0ef8d4825,1-0662870230f05d891a19bca2e849e696,2019-12-11,Fradique Coutinho,-23.5661,-46.6841,34820,26,28,59,43,14,23,9,41,NORMAL,10781
132,01438ce7ddcf9dafea8867e0ef905451,1-2a4ba468b66fcd5c46a02a46e6065f55,2018-1-21,Luz,-23.5365,-46.6332,124016,57,57,55,22,37,29,4,43,REABASTECER,10821
133,01438ce7ddcf9dafea8867e0ef9095cf,1-2f2a93edab111cf986d110c7077b885e,2019-12-25,Fradique Coutinho,-23.5661,-46.6841,36199,73,14,32,15,39,37,39,30,NORMAL,10795
134,01438ce7ddcf9dafea8867e0ef9130fa,1-aec4771e9a85f3b2b58020bc66d8e097,2019-10-15,Fradique Coutinho,-23.5661,-46.6841,34667,75,31,53,12,3,36,11,3,REABASTECER,10725
135,01438ce7ddcf9dafea8867e0ef91898f,1-204608b1d3b973a23d79958bae690ba9,2018-2-10,Luz,-23.5365,-46.6332,126807,36,15,58,25,4,7,9,12,NORMAL,10840
136,01438ce7ddcf9dafea8867e0ef966ee0,1-27e675770eca3673448d146586d99798,2018-4-12,Luz,-23.5365,-46.6332,126317,14,28,27,38,43,15,18,30,NORMAL,10902
